Repository,Total Issues,Runtime Errors %,Performance Issues %,Async Programming %,State Management %,Browser Compatibility %,Security Vulnerabilities %,Dependency Management %,Framework-Specific %,Network & API %,Configuration & Build %,Top Categories
https://github.com/tandrewnichols/grunt-simple-nyc,27,1.59,0.79,1.59,0.79,11.11,11.51,44.44,0.79,19.05,8.33,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/mansdahlstrom1/hass,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/fnproject/fdk-node,55,0.62,1.24,2.48,4.35,11.8,8.07,36.65,0.0,27.95,6.83,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/IAmAnubhavSaini/find-this-value,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"Dependency Management, Runtime Errors, Performance Issues"
https://github.com/idsia-robotics/idsia-robotics.github.io,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Performance Issues, Runtime Errors, Async Programming"
https://github.com/jaywcjlove/oscnews,109,2.29,0.98,0.82,1.96,15.55,5.24,34.7,4.09,19.64,14.73,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/hopperrr/hopperrr.github.io,1,0.0,0.0,0.0,0.0,20.0,10.0,50.0,0.0,20.0,0.0,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/OSU-AI-Club/OSU-AI-Club.github.io,81,0.0,6.67,0.0,2.22,26.67,6.67,33.33,2.22,17.78,4.44,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/screwdriver-cd/notifications-slack,51,0.63,0.0,0.0,16.46,12.03,0.63,14.56,0.0,43.67,12.03,"Network & API, State Management, Dependency Management"
https://github.com/johnluffa/hello-world,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/arthurimirzian/salesforce-jwt-bearer-token-flow,13,8.33,1.67,3.33,1.67,16.67,6.67,35.0,1.67,21.67,3.33,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/bywatersolutions/koha-plugin-cloudlibrary,23,5.26,1.5,1.5,1.5,10.53,9.77,42.86,0.0,18.8,8.27,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/TNG/karma-child-process,9,0.0,0.0,0.0,0.0,14.86,9.46,47.3,1.35,22.97,4.05,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/DFE-Digital/login.dfe.sanitization,13,5.26,3.16,5.26,2.11,10.53,10.53,31.58,3.16,13.68,14.74,"Dependency Management, Configuration & Build, Network & API"
https://github.com/theNumberWorks/numberworks_website,1,0.0,9.09,0.0,0.0,9.09,18.18,36.36,9.09,18.18,0.0,"Dependency Management, Security Vulnerabilities, Network & API"
https://github.com/amadeus4dev/amadeus-node,230,1.01,0.84,3.04,1.18,12.33,4.39,29.56,0.84,42.06,4.73,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/breedx2/prepply,3,0.0,0.0,0.0,0.0,21.43,7.14,35.71,7.14,14.29,14.29,"Dependency Management, Browser Compatibility, Network & API"
https://github.com/7c/telegraf-metrix-node,2,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,"State Management, Framework-Specific, Network & API"
https://github.com/nci-hcmi-catalog/portal,500,1.78,1.1,2.2,6.27,16.95,6.53,25.34,3.14,31.1,5.59,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/stellarguard/stellarguard,72,1.45,0.21,1.65,0.41,14.26,10.33,42.36,0.41,21.9,7.02,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/flespi-software/flespi-io-js,25,3.05,0.38,1.53,0.76,10.69,10.69,43.89,0.38,20.61,8.02,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/webdriverio-community/wdio-docker-service,145,0.76,1.06,3.64,1.37,18.97,7.44,34.9,0.91,21.24,9.71,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/joue-quroi/spoof-timezone,35,0.0,1.32,2.63,3.95,48.68,0.0,19.74,1.32,18.42,3.95,"Browser Compatibility, Dependency Management, Network & API"
https://github.com/DhananjayGupta300/DhananjayGupta300.github.io,4,0.0,6.98,0.0,0.0,11.63,16.28,37.21,4.65,20.93,2.33,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/lucascantor/blog.lucascantor.com,96,0.0,1.03,2.06,4.12,17.53,10.31,41.24,1.03,20.62,2.06,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/dxps/react_playground,9,1.71,2.56,1.71,4.27,9.4,8.55,38.46,7.69,17.09,8.55,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/yyx990803/launch-editor,90,2.06,0.29,0.59,1.77,11.21,6.78,37.46,6.78,21.24,11.8,"Dependency Management, Network & API, Configuration & Build"
https://github.com/discourse-lab/Connective-Lex.info,9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Browser Compatibility, Runtime Errors, Performance Issues"
https://github.com/yanagiragi/SubscriptionsWeb,14,1.65,0.0,0.0,0.83,9.92,11.57,47.11,0.83,19.83,8.26,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/Prozi/pixi-shim,48,1.99,1.66,0.66,2.99,16.61,7.97,41.2,0.33,22.26,4.32,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/sunwu51/notebook,47,1.33,0.88,1.11,1.11,10.84,10.62,45.8,2.21,19.69,6.42,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/TCNOco/TcNo-Steam-Card-Assistant,3,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,50.0,0.0,"Network & API, Browser Compatibility, Dependency Management"
https://github.com/Esri/arcade-expressions,97,0.76,0.0,0.76,9.16,29.01,0.0,3.05,0.76,45.04,11.45,"Network & API, Browser Compatibility, Configuration & Build"
https://github.com/nathmahale/mathemat-lab,58,0.34,2.21,3.74,1.87,12.22,9.68,43.29,0.17,19.52,6.96,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/gkjohnson/urdf-loaders,302,2.14,1.43,3.0,2.85,19.97,6.42,31.67,2.57,25.39,4.56,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/corygibbons/react-file-icon,58,0.0,0.6,0.6,2.38,13.69,7.14,37.5,16.07,17.86,4.17,"Dependency Management, Network & API, Framework-Specific"
https://github.com/vinsonchuong/puppet-strings,59,0.72,0.36,0.36,0.54,11.01,10.29,46.39,0.72,22.2,7.4,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/vinsonchuong/passing-notes,37,0.9,1.2,0.9,0.3,11.11,11.11,44.14,0.3,22.22,7.81,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ShowingCloud/Nashira,45,3.07,1.92,2.87,2.11,10.34,9.77,40.42,0.77,22.8,5.94,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ShowingCloud/Dabih,55,3.11,1.71,3.11,2.8,10.4,9.78,40.53,0.78,21.89,5.9,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/datamade/bga-payroll,500,2.95,1.87,1.4,4.98,35.15,2.02,9.18,0.78,33.13,8.55,"Browser Compatibility, Network & API, Dependency Management"
https://github.com/xemuliam/misc,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/energydrink9/functional-data-grid,48,1.1,8.29,0.55,2.76,9.39,0.0,36.46,5.52,27.07,8.84,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/y13i/cfn-schema,238,2.46,1.92,3.54,1.08,11.78,4.62,34.64,3.23,17.78,18.94,"Dependency Management, Configuration & Build, Network & API"
https://github.com/IonicaBizau/vignere-babbage-cipher,7,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,"Network & API, Browser Compatibility, Runtime Errors"
https://github.com/IonicaBizau/videomost,5,0.0,4.55,4.55,9.09,13.64,9.09,22.73,0.0,27.27,9.09,"Network & API, Dependency Management, Browser Compatibility"
https://github.com/IonicaBizau/msdos-editor,7,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,80.0,0.0,"Network & API, Browser Compatibility, Runtime Errors"
https://github.com/scott113341/group-sms,19,1.2,1.81,0.6,0.0,11.45,10.24,47.59,0.0,21.69,5.42,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/reneghosh/reneghosh.github.io,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Runtime Errors, Performance Issues, Async Programming"
https://github.com/onechiporenko/ember-bootstrap-modals-manager,204,2.11,1.49,2.79,1.61,11.73,3.1,42.52,1.37,20.24,13.04,"Dependency Management, Network & API, Configuration & Build"
https://github.com/Linaro/lkft-website,367,1.1,0.0,1.1,2.2,21.98,2.2,10.99,3.3,25.27,31.87,"Configuration & Build, Network & API, Browser Compatibility"
https://github.com/NeoResearch/neocompiler-eco,109,1.89,0.76,0.76,1.89,13.26,7.2,29.17,1.14,21.59,22.35,"Dependency Management, Configuration & Build, Network & API"
https://github.com/mkdinh/bootcamp-manager,35,2.04,0.76,1.78,1.02,11.2,11.2,45.04,0.51,20.87,5.6,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/ebaauw/homebridge-music,27,5.56,0.0,1.39,6.94,11.11,1.39,41.67,0.0,20.83,11.11,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/lesteve/userscripts,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Browser Compatibility, Runtime Errors, Performance Issues"
https://github.com/honeycombio/beeline-nodejs,500,1.45,0.97,3.6,2.7,10.57,8.32,41.89,0.85,21.67,7.97,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/belachkar/nodekb,26,4.04,1.68,4.71,2.36,9.43,10.1,40.4,1.01,21.21,5.05,"Dependency Management, Network & API, Security Vulnerabilities"
https://github.com/pageboard/client,196,2.06,4.47,1.03,7.56,27.15,1.37,7.56,2.06,41.24,5.5,"Network & API, Browser Compatibility, State Management"
https://github.com/TwoStoryRobot/eslint-config,70,2.46,2.82,2.99,0.88,9.15,7.75,37.15,3.52,16.73,16.55,"Dependency Management, Network & API, Configuration & Build"
https://github.com/NodHero/MPMBs,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"Dependency Management, Runtime Errors, Performance Issues"
https://github.com/Merkoba/Huebot,6,1.75,1.75,0.0,0.0,12.28,12.28,43.86,1.75,21.05,5.26,"Dependency Management, Network & API, Browser Compatibility"
https://github.com/tvanro/prerender-alpine,16,0.0,0.0,0.0,0.0,41.38,0.0,17.24,3.45,31.03,6.9,"Browser Compatibility, Network & API, Dependency Management"
